boundary,index,ey_num_of_building,ey_mean_building_sqm,changeos_ratio_of_building,changeos_damaged_building_vs_all_building
"POLYGON ((803885.5000016 2034219.96911, 803885.5000016 2034376.21911, 804041.7500016 2034376.21911, 804041.7500016 2034219.96911, 803885.5000016 2034219.96911))",5757,20.0,212.70873746033135,0.29502105712890625,0.0
"POLYGON ((807323.0000016 2033594.96911, 807323.0000016 2033751.21911, 807479.2500016 2033751.21911, 807479.2500016 2033594.96911, 807323.0000016 2033594.96911))",2264,37.0,272.492076333962,0.4613800048828125,0.03432880246056157
"POLYGON ((801229.2500016 2036251.21911, 801229.2500016 2036407.46911, 801385.5000016 2036407.46911, 801385.5000016 2036251.21911, 801229.2500016 2036251.21911))",6495,13.0,347.99183186001295,0.12627029418945312,0.0
"POLYGON ((797323.0000016 2036251.21911, 797323.0000016 2036407.46911, 797479.2500016 2036407.46911, 797479.2500016 2036251.21911, 797323.0000016 2036251.21911))",9108,25.0,166.62906577933788,0.29569244384765625,0.02960755476430064
"POLYGON ((799041.7500016 2040469.96911, 799041.7500016 2040626.21911, 799198.0000016 2040626.21911, 799198.0000016 2040469.96911, 799041.7500016 2040469.96911))",810,42.0,187.7557376200955,0.4480323791503906,0.0
"POLYGON ((807791.7500016 2035782.46911, 807791.7500016 2035938.71911, 807948.0000016 2035938.71911, 807948.0000016 2035782.46911, 807791.7500016 2035782.46911))",2461,19.0,281.3173496191253,0.20696640014648438,0.0
"POLYGON ((804354.2500016 2031094.96911, 804354.2500016 2031251.21911, 804510.5000016 2031251.21911, 804510.5000016 2031094.96911, 804354.2500016 2031094.96911))",2188,17.0,190.72327720658905,0.18860626220703125,0.328809514178229
"POLYGON ((800760.5000016 2036876.21911, 800760.5000016 2037032.46911, 800916.7500016 2037032.46911, 800916.7500016 2036876.21911, 800760.5000016 2036876.21911))",5637,9.0,233.6268177930682,0.16740036010742188,0.0
"POLYGON ((806229.2500016 2026563.71911, 806229.2500016 2026719.96911, 806385.5000016 2026719.96911, 806385.5000016 2026563.71911, 806229.2500016 2026563.71911))",6176,11.0,264.65707755780255,0.19638824462890625,0.03834349869857426
"POLYGON ((796854.2500016 2037188.71911, 796854.2500016 2037344.96911, 797010.5000016 2037344.96911, 797010.5000016 2037188.71911, 796854.2500016 2037188.71911))",6223,23.0,161.92085063698838,0.295257568359375,0.16161498708010336
"POLYGON ((799979.2500016 2035313.71911, 799979.2500016 2035469.96911, 800135.5000016 2035469.96911, 800135.5000016 2035313.71911, 799979.2500016 2035313.71911))",296,12.0,225.8683786140457,0.16082000732421875,0.0
"POLYGON ((803573.0000016 2037813.71911, 803573.0000016 2037969.96911, 803729.2500016 2037969.96911, 803729.2500016 2037813.71911, 803573.0000016 2037813.71911))",5053,6.0,840.1203052455043,0.13767242431640625,0.0
"POLYGON ((804354.2500016 2041407.46911, 804354.2500016 2041563.71911, 804510.5000016 2041563.71911, 804510.5000016 2041407.46911, 804354.2500016 2041407.46911))",1056,22.0,274.29114833212356,0.3563385009765625,0.0
"POLYGON ((807948.0000016 2030938.71911, 807948.0000016 2031094.96911, 808104.2500016 2031094.96911, 808104.2500016 2030938.71911, 807948.0000016 2030938.71911))",6941,9.0,155.82014786905887,0.14628219604492188,0.19571283281612642
"POLYGON ((803729.2500016 2040782.46911, 803729.2500016 2040938.71911, 803885.5000016 2040938.71911, 803885.5000016 2040782.46911, 803729.2500016 2040782.46911))",3368,20.0,311.563827101835,0.22069549560546875,0.0
"POLYGON ((798573.0000016 2036251.21911, 798573.0000016 2036407.46911, 798729.2500016 2036407.46911, 798729.2500016 2036251.21911, 798573.0000016 2036251.21911))",6012,39.0,221.1199762406682,0.23653793334960938,0.0
"POLYGON ((800135.5000016 2032188.71911, 800135.5000016 2032344.96911, 800291.7500016 2032344.96911, 800291.7500016 2032188.71911, 800135.5000016 2032188.71911))",2584,9.0,140.56787153511914,0.11687850952148438,0.0
"POLYGON ((807791.7500016 2035001.21911, 807791.7500016 2035157.46911, 807948.0000016 2035157.46911, 807948.0000016 2035001.21911, 807791.7500016 2035001.21911))",3731,24.0,349.8448224455827,0.3804779052734375,0.25628634449568877
"POLYGON ((803573.0000016 2033907.46911, 803573.0000016 2034063.71911, 803729.2500016 2034063.71911, 803729.2500016 2033907.46911, 803573.0000016 2033907.46911))",5280,12.0,158.85269331641962,0.14660263061523438,0.0
"POLYGON ((801698.0000016 2037969.96911, 801698.0000016 2038126.21911, 801854.2500016 2038126.21911, 801854.2500016 2037969.96911, 801698.0000016 2037969.96911))",697,11.0,485.2333678761137,0.19976425170898438,0.0
"POLYGON ((799666.7500016 2032032.46911, 799666.7500016 2032188.71911, 799823.0000016 2032188.71911, 799823.0000016 2032032.46911, 799666.7500016 2032032.46911))",8678,52.0,188.54942036432794,0.2859344482421875,0.031031538502588184
"POLYGON ((801541.7500016 2031876.21911, 801541.7500016 2032032.46911, 801698.0000016 2032032.46911, 801698.0000016 2031876.21911, 801541.7500016 2031876.21911))",6034,6.0,192.24197187085636,0.11069488525390625,0.0
"POLYGON ((797010.5000016 2037813.71911, 797010.5000016 2037969.96911, 797166.7500016 2037969.96911, 797166.7500016 2037813.71911, 797010.5000016 2037813.71911))",4695,4.0,4795.989509179375,0.35073089599609375,0.0
"POLYGON ((806385.5000016 2034063.71911, 806385.5000016 2034219.96911, 806541.7500016 2034219.96911, 806541.7500016 2034063.71911, 806385.5000016 2034063.71911))",1682,33.0,219.61169640766943,0.2964286804199219,0.4404493803647033
"POLYGON ((803573.0000016 2035938.71911, 803573.0000016 2036094.96911, 803729.2500016 2036094.96911, 803729.2500016 2035938.71911, 803573.0000016 2035938.71911))",3033,,,0.13738632202148438,0.0
"POLYGON ((803104.2500016 2041094.96911, 803104.2500016 2041251.21911, 803260.5000016 2041251.21911, 803260.5000016 2041094.96911, 803104.2500016 2041094.96911))",9692,38.0,178.23795524432714,0.10760116577148438,0.0
"POLYGON ((806698.0000016 2034063.71911, 806698.0000016 2034219.96911, 806854.2500016 2034219.96911, 806854.2500016 2034063.71911, 806698.0000016 2034063.71911))",8701,6.0,428.763543917553,0.11800384521484375,0.5795888019654749
"POLYGON ((808104.2500016 2035001.21911, 808104.2500016 2035157.46911, 808260.5000016 2035157.46911, 808260.5000016 2035001.21911, 808104.2500016 2035001.21911))",7463,16.0,357.277093905366,0.17498016357421875,0.0
"POLYGON ((796854.2500016 2028751.21911, 796854.2500016 2028907.46911, 797010.5000016 2028907.46911, 797010.5000016 2028751.21911, 796854.2500016 2028751.21911))",6163,16.0,162.5821225821291,0.1462554931640625,0.39061032863849765
"POLYGON ((797479.2500016 2037344.96911, 797479.2500016 2037501.21911, 797635.5000016 2037501.21911, 797635.5000016 2037344.96911, 797479.2500016 2037344.96911))",6146,13.0,1149.4024173107487,0.18957138061523438,0.4566656605292283
"POLYGON ((798885.5000016 2039376.21911, 798885.5000016 2039532.46911, 799041.7500016 2039532.46911, 799041.7500016 2039376.21911, 798885.5000016 2039376.21911))",7648,26.0,186.9409257857121,0.30126953125,0.0
"POLYGON ((805760.5000016 2030782.46911, 805760.5000016 2030938.71911, 805916.7500016 2030938.71911, 805916.7500016 2030782.46911, 805760.5000016 2030782.46911))",2492,18.0,154.72573523921236,0.16463470458984375,0.1329996756105473
"POLYGON ((805135.5000016 2035626.21911, 805135.5000016 2035782.46911, 805291.7500016 2035782.46911, 805291.7500016 2035626.21911, 805135.5000016 2035626.21911))",8746,24.0,337.06050796831727,0.22754287719726562,0.09151871783265436
"POLYGON ((808104.2500016 2038438.71911, 808104.2500016 2038594.96911, 808260.5000016 2038594.96911, 808260.5000016 2038438.71911, 808104.2500016 2038438.71911))",8792,35.0,237.19123719578496,0.414520263671875,0.03422476625193256
"POLYGON ((797323.0000016 2040157.46911, 797323.0000016 2040313.71911, 797479.2500016 2040313.71911, 797479.2500016 2040157.46911, 797323.0000016 2040157.46911))",3566,31.0,198.80372512199514,0.22882080078125,0.0
"POLYGON ((807791.7500016 2035469.96911, 807791.7500016 2035626.21911, 807948.0000016 2035626.21911, 807948.0000016 2035469.96911, 807791.7500016 2035469.96911))",9685,16.0,333.0230386911943,0.11672210693359375,0.0
"POLYGON ((808104.2500016 2031251.21911, 808104.2500016 2031407.46911, 808260.5000016 2031407.46911, 808260.5000016 2031251.21911, 808104.2500016 2031251.21911))",7646,10.0,171.76275093595638,0.11909103393554688,0.3220474710913226
"POLYGON ((804510.5000016 2040626.21911, 804510.5000016 2040782.46911, 804666.7500016 2040782.46911, 804666.7500016 2040626.21911, 804510.5000016 2040626.21911))",5606,32.0,170.3801944246997,0.3543434143066406,0.0
"POLYGON ((806385.5000016 2033594.96911, 806385.5000016 2033751.21911, 806541.7500016 2033751.21911, 806541.7500016 2033594.96911, 806385.5000016 2033594.96911))",1922,25.0,293.55044746211667,0.2813606262207031,0.0
"POLYGON ((800916.7500016 2031719.96911, 800916.7500016 2031876.21911, 801073.0000016 2031876.21911, 801073.0000016 2031719.96911, 800916.7500016 2031719.96911))",3045,17.0,199.958636583881,0.13496017456054688,0.4162638853557195
"POLYGON ((803729.2500016 2037344.96911, 803729.2500016 2037501.21911, 803885.5000016 2037501.21911, 803885.5000016 2037344.96911, 803729.2500016 2037344.96911))",7155,10.0,308.6372674493035,0.3783111572265625,0.08167627959504699
"POLYGON ((803416.7500016 2034532.46911, 803416.7500016 2034688.71911, 803573.0000016 2034688.71911, 803573.0000016 2034532.46911, 803416.7500016 2034532.46911))",8120,5.0,212.28645477803963,0.22371673583984375,0.0
"POLYGON ((803416.7500016 2037813.71911, 803416.7500016 2037969.96911, 803573.0000016 2037969.96911, 803573.0000016 2037813.71911, 803416.7500016 2037813.71911))",2255,6.0,922.6512344646202,0.29660797119140625,0.0
"POLYGON ((804198.0000016 2041407.46911, 804198.0000016 2041563.71911, 804354.2500016 2041563.71911, 804354.2500016 2041407.46911, 804198.0000016 2041407.46911))",5092,14.0,194.98469109960774,0.16456985473632812,0.014950974710831923
"POLYGON ((801385.5000016 2034376.21911, 801385.5000016 2034532.46911, 801541.7500016 2034532.46911, 801541.7500016 2034376.21911, 801385.5000016 2034376.21911))",1858,47.0,207.8097367379469,0.384735107421875,0.0
"POLYGON ((801385.5000016 2034532.46911, 801385.5000016 2034688.71911, 801541.7500016 2034688.71911, 801541.7500016 2034532.46911, 801385.5000016 2034532.46911))",5394,32.0,219.12453067936548,0.4782562255859375,0.5416041859426347
"POLYGON ((799666.7500016 2029844.96911, 799666.7500016 2030001.21911, 799823.0000016 2030001.21911, 799823.0000016 2029844.96911, 799666.7500016 2029844.96911))",4307,15.0,179.85917043974416,0.17052459716796875,0.33705427050243836
"POLYGON ((805916.7500016 2035157.46911, 805916.7500016 2035313.71911, 806073.0000016 2035313.71911, 806073.0000016 2035157.46911, 805916.7500016 2035157.46911))",8435,18.0,454.80476145691216,0.274078369140625,0.0
"POLYGON ((807479.2500016 2035782.46911, 807479.2500016 2035938.71911, 807635.5000016 2035938.71911, 807635.5000016 2035782.46911, 807479.2500016 2035782.46911))",4529,14.0,312.2356130858716,0.24583816528320312,0.013360229653192645
"POLYGON ((807791.7500016 2034688.71911, 807791.7500016 2034844.96911, 807948.0000016 2034844.96911, 807948.0000016 2034688.71911, 807791.7500016 2034688.71911))",1064,8.0,214.14442156995636,0.11031341552734375,0.0
"POLYGON ((807635.5000016 2035469.96911, 807635.5000016 2035626.21911, 807791.7500016 2035626.21911, 807791.7500016 2035469.96911, 807635.5000016 2035469.96911))",5051,22.0,363.3495415547476,0.2696037292480469,0.0
"POLYGON ((798416.7500016 2035469.96911, 798416.7500016 2035626.21911, 798573.0000016 2035626.21911, 798573.0000016 2035469.96911, 798416.7500016 2035469.96911))",10197,41.0,210.13906531905332,0.4696464538574219,0.0
"POLYGON ((804510.5000016 2036094.96911, 804510.5000016 2036251.21911, 804666.7500016 2036251.21911, 804666.7500016 2036094.96911, 804510.5000016 2036094.96911))",5147,18.0,505.14539082719057,0.21443557739257812,0.0
"POLYGON ((797791.7500016 2042657.46911, 797791.7500016 2042813.71911, 797948.0000016 2042813.71911, 797948.0000016 2042657.46911, 797791.7500016 2042657.46911))",8707,17.0,333.7271332504247,0.25724029541015625,0.0
"POLYGON ((798104.2500016 2035469.96911, 798104.2500016 2035626.21911, 798260.5000016 2035626.21911, 798260.5000016 2035469.96911, 798104.2500016 2035469.96911))",5519,42.0,236.483241015078,0.3185882568359375,0.0
"POLYGON ((800916.7500016 2034532.46911, 800916.7500016 2034688.71911, 801073.0000016 2034688.71911, 801073.0000016 2034532.46911, 800916.7500016 2034532.46911))",10528,49.0,227.5787682859198,0.304962158203125,0.0
"POLYGON ((804510.5000016 2035157.46911, 804510.5000016 2035313.71911, 804666.7500016 2035313.71911, 804666.7500016 2035157.46911, 804510.5000016 2035157.46911))",5098,23.0,345.12113499541357,0.2656097412109375,0.0
"POLYGON ((797323.0000016 2037344.96911, 797323.0000016 2037501.21911, 797479.2500016 2037501.21911, 797479.2500016 2037344.96911, 797323.0000016 2037344.96911))",3907,10.0,356.56174170593005,0.25479888916015625,0.10056292481360601
"POLYGON ((807479.2500016 2043751.21911, 807479.2500016 2043907.46911, 807635.5000016 2043907.46911, 807635.5000016 2043751.21911, 807479.2500016 2043751.21911))",3638,6.0,1225.5669691007877,0.19714736938476562,0.0
"POLYGON ((801385.5000016 2030469.96911, 801385.5000016 2030626.21911, 801541.7500016 2030626.21911, 801541.7500016 2030469.96911, 801385.5000016 2030469.96911))",5677,15.0,156.43117234522052,0.156341552734375,0.26815342572711304
"POLYGON ((800916.7500016 2031563.71911, 800916.7500016 2031719.96911, 801073.0000016 2031719.96911, 801073.0000016 2031563.71911, 800916.7500016 2031563.71911))",6433,12.0,221.82698088972552,0.2799568176269531,0.0
"POLYGON ((802948.0000016 2036563.71911, 802948.0000016 2036719.96911, 803104.2500016 2036719.96911, 803104.2500016 2036563.71911, 802948.0000016 2036563.71911))",10657,12.0,556.9842376045735,0.3096466064453125,0.5393855023899867
"POLYGON ((805760.5000016 2026094.96911, 805760.5000016 2026251.21911, 805916.7500016 2026251.21911, 805916.7500016 2026094.96911, 805760.5000016 2026094.96911))",4378,6.0,152.69283693073874,0.104888916015625,0.0
"POLYGON ((807635.5000016 2034063.71911, 807635.5000016 2034219.96911, 807791.7500016 2034219.96911, 807791.7500016 2034063.71911, 807635.5000016 2034063.71911))",9277,18.0,305.5727142509294,0.21101760864257812,0.07212972503931883
"POLYGON ((804354.2500016 2032501.21911, 804354.2500016 2032657.46911, 804510.5000016 2032657.46911, 804510.5000016 2032501.21911, 804354.2500016 2032501.21911))",8767,17.0,248.37777293236596,0.17948532104492188,0.0
"POLYGON ((804979.2500016 2036407.46911, 804979.2500016 2036563.71911, 805135.5000016 2036563.71911, 805135.5000016 2036407.46911, 804979.2500016 2036407.46911))",10655,20.0,357.85922108082167,0.39731597900390625,0.16153964322061562
"POLYGON ((799510.5000016 2034844.96911, 799510.5000016 2035001.21911, 799666.7500016 2035001.21911, 799666.7500016 2034844.96911, 799510.5000016 2034844.96911))",9405,54.0,181.95264104804113,0.46933746337890625,0.0
"POLYGON ((807948.0000016 2037501.21911, 807948.0000016 2037657.46911, 808104.2500016 2037657.46911, 808104.2500016 2037501.21911, 807948.0000016 2037501.21911))",10280,27.0,272.22832733250385,0.3946037292480469,0.6303084790657657
"POLYGON ((803729.2500016 2026719.96911, 803729.2500016 2026876.21911, 803885.5000016 2026876.21911, 803885.5000016 2026719.96911, 803729.2500016 2026719.96911))",9646,10.0,149.44393551349927,0.10004425048828125,0.8851902691985053
"POLYGON ((804666.7500016 2040313.71911, 804666.7500016 2040469.96911, 804823.0000016 2040469.96911, 804823.0000016 2040313.71911, 804666.7500016 2040313.71911))",812,50.0,180.0517739688117,0.21933746337890625,0.0
"POLYGON ((805760.5000016 2036719.96911, 805760.5000016 2036876.21911, 805916.7500016 2036876.21911, 805916.7500016 2036719.96911, 805760.5000016 2036719.96911))",3026,33.0,227.87367854942832,0.4092903137207031,0.0
"POLYGON ((805135.5000016 2033438.71911, 805135.5000016 2033594.96911, 805291.7500016 2033594.96911, 805291.7500016 2033438.71911, 805135.5000016 2033438.71911))",8307,8.0,1343.8560094704935,0.16519546508789062,0.0
"POLYGON ((805760.5000016 2035938.71911, 805760.5000016 2036094.96911, 805916.7500016 2036094.96911, 805916.7500016 2035938.71911, 805760.5000016 2035938.71911))",4773,13.0,310.62425067109825,0.1937408447265625,0.0
"POLYGON ((797791.7500016 2042501.21911, 797791.7500016 2042657.46911, 797948.0000016 2042657.46911, 797948.0000016 2042501.21911, 797791.7500016 2042501.21911))",5741,14.0,454.99766715808795,0.1695556640625,0.029585133189344852
"POLYGON ((797010.5000016 2037188.71911, 797010.5000016 2037344.96911, 797166.7500016 2037344.96911, 797166.7500016 2037188.71911, 797010.5000016 2037188.71911))",1309,9.0,324.36469602359153,0.15265655517578125,0.0
"POLYGON ((803885.5000016 2035313.71911, 803885.5000016 2035469.96911, 804041.7500016 2035469.96911, 804041.7500016 2035313.71911, 803885.5000016 2035313.71911))",330,6.0,353.2168371279292,0.1527099609375,0.0
"POLYGON ((807948.0000016 2033751.21911, 807948.0000016 2033907.46911, 808104.2500016 2033907.46911, 808104.2500016 2033751.21911, 807948.0000016 2033751.21911))",4739,21.0,350.65265533309446,0.3536491394042969,0.0
"POLYGON ((803885.5000016 2037344.96911, 803885.5000016 2037501.21911, 804041.7500016 2037501.21911, 804041.7500016 2037344.96911, 803885.5000016 2037344.96911))",5646,15.0,279.29684410006854,0.21383285522460938,0.0
"POLYGON ((803260.5000016 2036251.21911, 803260.5000016 2036407.46911, 803416.7500016 2036407.46911, 803416.7500016 2036251.21911, 803260.5000016 2036251.21911))",9033,22.0,284.7846418514021,0.20151138305664062,0.0
"POLYGON ((804354.2500016 2030157.46911, 804354.2500016 2030313.71911, 804510.5000016 2030313.71911, 804510.5000016 2030157.46911, 804354.2500016 2030157.46911))",4825,11.0,200.33751510297955,0.154052734375,0.046825475435816166
"POLYGON ((806229.2500016 2025626.21911, 806229.2500016 2025782.46911, 806385.5000016 2025782.46911, 806385.5000016 2025626.21911, 806229.2500016 2025626.21911))",8416,15.0,147.3710869904198,0.12411117553710938,0.07763946519133241
"POLYGON ((798104.2500016 2033594.96911, 798104.2500016 2033751.21911, 798260.5000016 2033751.21911, 798260.5000016 2033594.96911, 798104.2500016 2033594.96911))",878,17.0,418.6690597919926,0.10956573486328125,0.0
"POLYGON ((804354.2500016 2030313.71911, 804354.2500016 2030469.96911, 804510.5000016 2030469.96911, 804510.5000016 2030313.71911, 804354.2500016 2030313.71911))",3063,19.0,173.56907633913497,0.15870285034179688,0.2855082566161094
"POLYGON ((801073.0000016 2040001.21911, 801073.0000016 2040157.46911, 801229.2500016 2040157.46911, 801229.2500016 2040001.21911, 801073.0000016 2040001.21911))",5792,7.0,2637.4422434870326,0.3054695129394531,0.0
"POLYGON ((802948.0000016 2025938.71911, 802948.0000016 2026094.96911, 803104.2500016 2026094.96911, 803104.2500016 2025938.71911, 802948.0000016 2025938.71911))",5340,8.0,171.72979316212985,0.18111419677734375,0.2274527149416572
"POLYGON ((803416.7500016 2036407.46911, 803416.7500016 2036563.71911, 803573.0000016 2036563.71911, 803573.0000016 2036407.46911, 803416.7500016 2036407.46911))",5991,39.0,258.2070021195497,0.3113594055175781,0.0
"POLYGON ((801073.0000016 2035626.21911, 801073.0000016 2035782.46911, 801229.2500016 2035782.46911, 801229.2500016 2035626.21911, 801073.0000016 2035626.21911))",610,41.0,233.14031641756844,0.4484519958496094,0.0
"POLYGON ((798104.2500016 2034844.96911, 798104.2500016 2035001.21911, 798260.5000016 2035001.21911, 798260.5000016 2034844.96911, 798104.2500016 2034844.96911))",693,25.0,317.28334017659694,0.20461273193359375,0.0
"POLYGON ((806073.0000016 2032813.71911, 806073.0000016 2032969.96911, 806229.2500016 2032969.96911, 806229.2500016 2032813.71911, 806073.0000016 2032813.71911))",9580,20.0,155.43345284066913,0.18216705322265625,0.43510491267747203
"POLYGON ((799823.0000016 2039532.46911, 799823.0000016 2039688.71911, 799979.2500016 2039688.71911, 799979.2500016 2039532.46911, 799823.0000016 2039532.46911))",3708,36.0,244.73127767153184,0.23959732055664062,0.0
"POLYGON ((797479.2500016 2040001.21911, 797479.2500016 2040157.46911, 797635.5000016 2040157.46911, 797635.5000016 2040001.21911, 797479.2500016 2040001.21911))",132,28.0,188.9256795438027,0.16294479370117188,0.0
"POLYGON ((799354.2500016 2036407.46911, 799354.2500016 2036563.71911, 799510.5000016 2036563.71911, 799510.5000016 2036407.46911, 799354.2500016 2036407.46911))",344,15.0,662.8512286138357,0.3075714111328125,0.0
"POLYGON ((798416.7500016 2039376.21911, 798416.7500016 2039532.46911, 798573.0000016 2039532.46911, 798573.0000016 2039376.21911, 798416.7500016 2039376.21911))",1957,46.0,148.20107619577627,0.2550392150878906,0.017141062267227065
"POLYGON ((808104.2500016 2038594.96911, 808104.2500016 2038751.21911, 808260.5000016 2038751.21911, 808260.5000016 2038594.96911, 808104.2500016 2038594.96911))",2283,19.0,323.6796831852615,0.21700668334960938,0.0
"POLYGON ((799823.0000016 2033907.46911, 799823.0000016 2034063.71911, 799979.2500016 2034063.71911, 799979.2500016 2033907.46911, 799823.0000016 2033907.46911))",10595,48.0,239.82072895008073,0.3369712829589844,0.1859059263032773
"POLYGON ((797323.0000016 2037657.46911, 797323.0000016 2037813.71911, 797479.2500016 2037813.71911, 797479.2500016 2037657.46911, 797323.0000016 2037657.46911))",9911,29.0,139.588368756661,0.11667251586914062,0.05126696092855975
"POLYGON ((806854.2500016 2039376.21911, 806854.2500016 2039532.46911, 807010.5000016 2039532.46911, 807010.5000016 2039376.21911, 806854.2500016 2039376.21911))",7486,18.0,1003.1072924706752,0.3714752197265625,0.19705278291230233
"POLYGON ((805448.0000016 2038126.21911, 805448.0000016 2038282.46911, 805604.2500016 2038282.46911, 805604.2500016 2038126.21911, 805448.0000016 2038126.21911))",2764,8.0,263.08722905836146,0.22655868530273438,0.0
"POLYGON ((797948.0000016 2033438.71911, 797948.0000016 2033594.96911, 798104.2500016 2033594.96911, 798104.2500016 2033438.71911, 797948.0000016 2033438.71911))",7966,31.0,222.27976906103956,0.20550155639648438,0.0
"POLYGON ((797166.7500016 2040313.71911, 797166.7500016 2040469.96911, 797323.0000016 2040469.96911, 797323.0000016 2040313.71911, 797166.7500016 2040313.71911))",8170,35.0,171.70765012348488,0.29335784912109375,0.0
"POLYGON ((796698.0000016 2037344.96911, 796698.0000016 2037501.21911, 796854.2500016 2037501.21911, 796854.2500016 2037344.96911, 796698.0000016 2037344.96911))",1396,5.0,3077.7854540996277,0.3507728576660156,0.0904048807542984
"POLYGON ((800448.0000016 2041094.96911, 800448.0000016 2041251.21911, 800604.2500016 2041251.21911, 800604.2500016 2041094.96911, 800448.0000016 2041094.96911))",5924,5.0,768.490516889409,0.12133026123046875,0.0
"POLYGON ((799354.2500016 2038907.46911, 799354.2500016 2039063.71911, 799510.5000016 2039063.71911, 799510.5000016 2038907.46911, 799354.2500016 2038907.46911))",7399,22.0,190.41346571343558,0.22387313842773438,0.0
"POLYGON ((800760.5000016 2032501.21911, 800760.5000016 2032657.46911, 800916.7500016 2032657.46911, 800916.7500016 2032501.21911, 800760.5000016 2032501.21911))",4565,6.0,735.1409090966062,0.19343185424804688,0.8076794130987832
"POLYGON ((799666.7500016 2034376.21911, 799666.7500016 2034532.46911, 799823.0000016 2034532.46911, 799823.0000016 2034376.21911, 799666.7500016 2034376.21911))",8411,54.0,212.94868729934245,0.4003486633300781,0.0
"POLYGON ((805135.5000016 2036094.96911, 805135.5000016 2036251.21911, 805291.7500016 2036251.21911, 805291.7500016 2036094.96911, 805135.5000016 2036094.96911))",8438,2.0,1080.233080022117,0.10775375366210938,0.0
"POLYGON ((805604.2500016 2035313.71911, 805604.2500016 2035469.96911, 805760.5000016 2035469.96911, 805760.5000016 2035313.71911, 805604.2500016 2035313.71911))",2622,10.0,891.9507074756979,0.2255401611328125,0.0
"POLYGON ((805604.2500016 2037969.96911, 805604.2500016 2038126.21911, 805760.5000016 2038126.21911, 805760.5000016 2037969.96911, 805604.2500016 2037969.96911))",6108,14.0,376.0225307464647,0.22126007080078125,0.0
"POLYGON ((804666.7500016 2034844.96911, 804666.7500016 2035001.21911, 804823.0000016 2035001.21911, 804823.0000016 2034844.96911, 804666.7500016 2034844.96911))",9415,33.0,268.80042747210354,0.3847198486328125,0.0
"POLYGON ((807166.7500016 2037032.46911, 807166.7500016 2037188.71911, 807323.0000016 2037188.71911, 807323.0000016 2037032.46911, 807166.7500016 2037032.46911))",5821,31.0,277.7303370870834,0.16221237182617188,0.3757966277073584
"POLYGON ((801229.2500016 2035782.46911, 801229.2500016 2035938.71911, 801385.5000016 2035938.71911, 801385.5000016 2035782.46911, 801229.2500016 2035782.46911))",3371,13.0,257.1787290137608,0.1114501953125,0.0
"POLYGON ((799666.7500016 2036094.96911, 799666.7500016 2036251.21911, 799823.0000016 2036251.21911, 799823.0000016 2036094.96911, 799666.7500016 2036094.96911))",3203,32.0,162.5296146655632,0.47547149658203125,0.0
"POLYGON ((808104.2500016 2033282.46911, 808104.2500016 2033438.71911, 808260.5000016 2033438.71911, 808260.5000016 2033282.46911, 808104.2500016 2033282.46911))",4283,16.0,362.8333857634062,0.14104080200195312,0.0
"POLYGON ((798885.5000016 2033438.71911, 798885.5000016 2033594.96911, 799041.7500016 2033594.96911, 799041.7500016 2033438.71911, 798885.5000016 2033438.71911))",1748,50.0,188.16881668143188,0.483123779296875,0.0
"POLYGON ((800760.5000016 2032657.46911, 800760.5000016 2032813.71911, 800916.7500016 2032813.71911, 800916.7500016 2032657.46911, 800760.5000016 2032657.46911))",4628,40.0,248.46819958783885,0.4993553161621094,0.0
"POLYGON ((804979.2500016 2035626.21911, 804979.2500016 2035782.46911, 805135.5000016 2035782.46911, 805135.5000016 2035626.21911, 804979.2500016 2035626.21911))",6680,34.0,331.1146850002125,0.37584686279296875,0.0
"POLYGON ((807479.2500016 2026094.96911, 807479.2500016 2026251.21911, 807635.5000016 2026251.21911, 807635.5000016 2026094.96911, 807479.2500016 2026094.96911))",9903,8.0,264.77297178275325,0.10934066772460938,0.0
"POLYGON ((799510.5000016 2033594.96911, 799510.5000016 2033751.21911, 799666.7500016 2033751.21911, 799666.7500016 2033594.96911, 799510.5000016 2033594.96911))",10331,20.0,225.60852881597702,0.23644256591796875,0.0
"POLYGON ((802791.7500016 2036563.71911, 802791.7500016 2036719.96911, 802948.0000016 2036719.96911, 802948.0000016 2036563.71911, 802791.7500016 2036563.71911))",7309,2.0,704.8845484847927,0.24412918090820312,0.0
"POLYGON ((796698.0000016 2036407.46911, 796698.0000016 2036563.71911, 796854.2500016 2036563.71911, 796854.2500016 2036407.46911, 796698.0000016 2036407.46911))",162,34.0,190.2969634922267,0.4584159851074219,0.17986868712085277
"POLYGON ((799979.2500016 2038751.21911, 799979.2500016 2038907.46911, 800135.5000016 2038907.46911, 800135.5000016 2038751.21911, 799979.2500016 2038751.21911))",2307,35.0,173.3999289858322,0.39417266845703125,0.0
"POLYGON ((804041.7500016 2035938.71911, 804041.7500016 2036094.96911, 804198.0000016 2036094.96911, 804198.0000016 2035938.71911, 804041.7500016 2035938.71911))",5922,15.0,163.87987439981026,0.10430145263671875,0.010277229171238389
"POLYGON ((803260.5000016 2036719.96911, 803260.5000016 2036876.21911, 803416.7500016 2036876.21911, 803416.7500016 2036719.96911, 803260.5000016 2036719.96911))",3305,5.0,660.5939778232265,0.15713882446289062,0.0
